strategy,N,path,rep,lookups,cycles,cycles_per_lookup
binary,256,hit,0,1000000,148275136,148.2751
binary,256,miss,0,1000000,154662562,154.6626
direct,256,hit,0,1000000,5031152,5.0312
direct,256,miss,0,1000000,5029150,5.0291
baseline,256,na,1,1000000,1609564,1.6096
linear,256,hit,1,1000000,206030060,206.0301
linear,256,miss,1,1000000,383668086,383.6681
binary,256,hit,1,1000000,147429020,147.4290
binary,256,miss,1,1000000,153822366,153.8224
direct,256,hit,1,1000000,5029480,5.0295
direct,256,miss,1,1000000,5032756,5.0328
baseline,256,na,2,1000000,1605700,1.6057
linear,256,hit,2,1000000,206022576,206.0226
linear,256,miss,2,1000000,383534406,383.5344
binary,256,hit,2,1000000,148559114,148.5591
binary,256,miss,2,1000000,155262400,155.2624
direct,256,hit,2,1000000,5028986,5.0290
direct,256,miss,2,1000000,5028936,5.0289
baseline,256,na,3,1000000,1609046,1.6090
linear,256,hit,3,1000000,206354678,206.3547
linear,256,miss,3,1000000,383371672,383.3717
binary,256,hit,3,1000000,149173938,149.1739
binary,256,miss,3,1000000,153313056,153.3131
direct,256,hit,3,1000000,5033024,5.0330
direct,256,miss,3,1000000,5030504,5.0305
baseline,256,na,4,1000000,1605178,1.6052
linear,256,hit,4,1000000,206374926,206.3749
linear,256,miss,4,1000000,383146938,383.1469
binary,256,hit,4,1000000,148058308,148.0583
binary,256,miss,4,1000000,153777780,153.7778
direct,256,hit,4,1000000,5033690,5.0337
direct,256,miss,4,1000000,5028814,5.0288
baseline,256,na,5,1000000,1605952,1.6060
linear,256,hit,5,1000000,205989906,205.9899
linear,256,miss,5,1000000,383824224,383.8242
binary,256,hit,5,1000000,148344412,148.3444
binary,256,miss,5,1000000,155712714,155.7127
direct,256,hit,5,1000000,5034210,5.0342
direct,256,miss,5,1000000,5030762,5.0308
baseline,256,na,6,1000000,1604430,1.6044
linear,256,hit,6,1000000,206025134,206.0251
linear,256,miss,6,1000000,383553284,383.5533
binary,256,hit,6,1000000,147602370,147.6024
binary,256,miss,6,1000000,154816416,154.8164
direct,256,hit,6,1000000,5029096,5.0291
direct,256,miss,6,1000000,5028560,5.0286
baseline,256,na,7,1000000,1609848,1.6098
linear,256,hit,7,1000000,206026100,206.0261
linear,256,miss,7,1000000,384213244,384.2132
binary,256,hit,7,1000000,148039156,148.0392
binary,256,miss,7,1000000,154442498,154.4425
direct,256,hit,7,1000000,5030860,5.0309
direct,256,miss,7,1000000,5034186,5.0342
baseline,256,na,8,1000000,1604872,1.6049
linear,256,hit,8,1000000,210644966,210.6450
linear,256,miss,8,1000000,383400638,383.4006
binary,256,hit,8,1000000,147786330,147.7863
binary,256,miss,8,1000000,154267242,154.2672
direct,256,hit,8,1000000,5034334,5.0343
direct,256,miss,8,1000000,5034144,5.0341
baseline,256,na,9,1000000,1604762,1.6048
linear,256,hit,9,1000000,206056360,206.0564
linear,256,miss,9,1000000,383742836,383.7428
binary,256,hit,9,1000000,148080240,148.0802
binary,256,miss,9,1000000,153309542,153.3095
direct,256,hit,9,1000000,5032642,5.0326
direct,256,miss,9,1000000,5034146,5.0341
baseline,256,na,10,1000000,1609228,1.6092
linear,256,hit,10,1000000,205976176,205.9762
linear,256,miss,10,1000000,383823822,383.8238
binary,256,hit,10,1000000,157005742,157.0057
binary,256,miss,10,1000000,153780994,153.7810
direct,256,hit,10,1000000,5033610,5.0336
direct,256,miss,10,1000000,5030298,5.0303
baseline,256,na,11,1000000,1609786,1.6098
linear,256,hit,11,1000000,206050172,206.0502
linear,256,miss,11,1000000,383465032,383.4650
binary,256,hit,11,1000000,148060542,148.0605
binary,256,miss,11,1000000,152787984,152.7880
direct,256,hit,11,1000000,5029252,5.0293
direct,256,miss,11,1000000,5244680,5.2447
baseline,256,na,12,1000000,1611880,1.6119
linear,256,hit,12,1000000,206105404,206.1054
linear,256,miss,12,1000000,383460088,383.4601
binary,256,hit,12,1000000,148200152,148.2002
binary,256,miss,12,1000000,153224328,153.2243
direct,256,hit,12,1000000,5033106,5.0331
direct,256,miss,12,1000000,5029524,5.0295
baseline,256,na,13,1000000,1609666,1.6097
linear,256,hit,13,1000000,206173414,206.1734
linear,256,miss,13,1000000,383713498,383.7135
binary,256,hit,13,1000000,148433808,148.4338
binary,256,miss,13,1000000,152364634,152.3646
direct,256,hit,13,1000000,5031706,5.0317
direct,256,miss,13,1000000,5031366,5.0314
baseline,256,na,14,1000000,1609268,1.6093
linear,256,hit,14,1000000,206036982,206.0370
linear,256,miss,14,1000000,383542068,383.5421
binary,256,hit,14,1000000,148545916,148.5459
binary,256,miss,14,1000000,154826092,154.8261
direct,256,hit,14,1000000,5030918,5.0309
direct,256,miss,14,1000000,5028866,5.0289
baseline,256,na,15,1000000,1610582,1.6106
linear,256,hit,15,1000000,206027764,206.0278
linear,256,miss,15,1000000,383619592,383.6196
binary,256,hit,15,1000000,150117656,150.1177
binary,256,miss,15,1000000,154891380,154.8914
direct,256,hit,15,1000000,5030296,5.0303
direct,256,miss,15,1000000,5033232,5.0332
baseline,256,na,16,1000000,1604230,1.6042
linear,256,hit,16,1000000,205989976,205.9900
linear,256,miss,16,1000000,383457108,383.4571
binary,256,hit,16,1000000,146755034,146.7550
binary,256,miss,16,1000000,155483484,155.4835
direct,256,hit,16,1000000,5046902,5.0469
direct,256,miss,16,1000000,5037194,5.0372
baseline,256,na,17,1000000,1605344,1.6053
linear,256,hit,17,1000000,206109316,206.1093
linear,256,miss,17,1000000,383351254,383.3513
binary,256,hit,17,1000000,148591044,148.5910
binary,256,miss,17,1000000,155271628,155.2716
direct,256,hit,17,1000000,5029080,5.0291
direct,256,miss,17,1000000,5028702,5.0287
baseline,256,na,18,1000000,1610554,1.6106
linear,256,hit,18,1000000,206028180,206.0282
linear,256,miss,18,1000000,383850416,383.8504
binary,256,hit,18,1000000,147628466,147.6285
binary,256,miss,18,1000000,155043416,155.0434
direct,256,hit,18,1000000,5049526,5.0495
direct,256,miss,18,1000000,5029522,5.0295
baseline,256,na,19,1000000,1609834,1.6098
linear,256,hit,19,1000000,206068926,206.0689
linear,256,miss,19,1000000,383493934,383.4939
binary,256,hit,19,1000000,147604974,147.6050
binary,256,miss,19,1000000,153077032,153.0770
direct,256,hit,19,1000000,5056458,5.0565
direct,256,miss,19,1000000,5028690,5.0287
baseline,256,na,20,1000000,1609212,1.6092
linear,256,hit,20,1000000,206321198,206.3212
linear,256,miss,20,1000000,383633108,383.6331
binary,256,hit,20,1000000,149087742,149.0877
binary,256,miss,20,1000000,161019954,161.0200
direct,256,hit,20,1000000,5040186,5.0402
direct,256,miss,20,1000000,5034292,5.0343
baseline,256,na,21,1000000,1618546,1.6185
linear,256,hit,21,1000000,206145034,206.1450
linear,256,miss,21,1000000,383940620,383.9406
binary,256,hit,21,1000000,148099022,148.0990
binary,256,miss,21,1000000,154913646,154.9136
direct,256,hit,21,1000000,5036052,5.0361
direct,256,miss,21,1000000,5031470,5.0315
baseline,256,na,22,1000000,1609590,1.6096
linear,256,hit,22,1000000,206200216,206.2002
linear,256,miss,22,1000000,383702628,383.7026
binary,256,hit,22,1000000,147059278,147.0593
binary,256,miss,22,1000000,152612358,152.6124
direct,256,hit,22,1000000,5030596,5.0306
direct,256,miss,22,1000000,5029048,5.0290
baseline,256,na,23,1000000,1609166,1.6092
linear,256,hit,23,1000000,206039510,206.0395
linear,256,miss,23,1000000,383861848,383.8618
binary,256,hit,23,1000000,148572886,148.5729
binary,256,miss,23,1000000,155166586,155.1666
direct,256,hit,23,1000000,5036008,5.0360
direct,256,miss,23,1000000,5033724,5.0337
baseline,256,na,24,1000000,1609524,1.6095
linear,256,hit,24,1000000,205989790,205.9898
linear,256,miss,24,1000000,383479724,383.4797
binary,256,hit,24,1000000,148506418,148.5064
binary,256,miss,24,1000000,155264440,155.2644
direct,256,hit,24,1000000,5032608,5.0326
direct,256,miss,24,1000000,5031132,5.0311
baseline,256,na,25,1000000,1606254,1.6063
linear,256,hit,25,1000000,206241238,206.2412
linear,256,miss,25,1000000,383605434,383.6054
binary,256,hit,25,1000000,148112240,148.1122
binary,256,miss,25,1000000,156904000,156.9040
direct,256,hit,25,1000000,5034836,5.0348
direct,256,miss,25,1000000,5030960,5.0310
baseline,256,na,26,1000000,1613184,1.6132
linear,256,hit,26,1000000,206563278,206.5633
linear,256,miss,26,1000000,383567404,383.5674
binary,256,hit,26,1000000,151550582,151.5506
binary,256,miss,26,1000000,157488162,157.4882
direct,256,hit,26,1000000,5030522,5.0305
direct,256,miss,26,1000000,5034298,5.0343
baseline,256,na,27,1000000,1604530,1.6045
linear,256,hit,27,1000000,206078514,206.0785
linear,256,miss,27,1000000,383189864,383.1899
binary,256,hit,27,1000000,150303276,150.3033
binary,256,miss,27,1000000,157999360,157.9994
direct,256,hit,27,1000000,5029606,5.0296
direct,256,miss,27,1000000,5028900,5.0289
baseline,256,na,28,1000000,1610028,1.6100
linear,256,hit,28,1000000,206019004,206.0190
linear,256,miss,28,1000000,383718388,383.7184
binary,256,hit,28,1000000,149244510,149.2445
binary,256,miss,28,1000000,153151904,153.1519
direct,256,hit,28,1000000,5030242,5.0302
direct,256,miss,28,1000000,5028892,5.0289
baseline,256,na,29,1000000,1610286,1.6103
linear,256,hit,29,1000000,206010376,206.0104
linear,256,miss,29,1000000,383282348,383.2823
binary,256,hit,29,1000000,147551894,147.5519
binary,256,miss,29,1000000,154882522,154.8825
direct,256,hit,29,1000000,5028742,5.0287
direct,256,miss,29,1000000,5035066,5.0351
baseline,256,na,30,1000000,1605876,1.6059
linear,256,hit,30,1000000,206046162,206.0462
linear,256,miss,30,1000000,383597402,383.5974
binary,256,hit,30,1000000,148716956,148.7170
binary,256,miss,30,1000000,153893216,153.8932
direct,256,hit,30,1000000,5029064,5.0291
direct,256,miss,30,1000000,5028760,5.0288
baseline,256,na,31,1000000,1608582,1.6086
linear,256,hit,31,1000000,206173520,206.1735
linear,256,miss,31,1000000,383701256,383.7013
binary,256,hit,31,1000000,148347530,148.3475
binary,256,miss,31,1000000,154050154,154.0502
direct,256,hit,31,1000000,5029530,5.0295
direct,256,miss,31,1000000,5028776,5.0288
baseline,256,na,32,1000000,1608946,1.6089
linear,256,hit,32,1000000,206064738,206.0647
linear,256,miss,32,1000000,383489664,383.4897
binary,256,hit,32,1000000,148100654,148.1007
binary,256,miss,32,1000000,154932962,154.9330
direct,256,hit,32,1000000,5046422,5.0464
direct,256,miss,32,1000000,5037898,5.0379
baseline,256,na,33,1000000,1604714,1.6047
linear,256,hit,33,1000000,210178568,210.1786
linear,256,miss,33,1000000,388661116,388.6611
binary,256,hit,33,1000000,154202026,154.2020
binary,256,miss,33,1000000,159768238,159.7682
direct,256,hit,33,1000000,5042306,5.0423
direct,256,miss,33,1000000,5048578,5.0486
baseline,256,na,34,1000000,1614728,1.6147
linear,256,hit,34,1000000,206416452,206.4165
linear,256,miss,34,1000000,384136810,384.1368
binary,256,hit,34,1000000,151880618,151.8806
binary,256,miss,34,1000000,159878790,159.8788
direct,256,hit,34,1000000,5106490,5.1065
direct,256,miss,34,1000000,5255204,5.2552
baseline,256,na,35,1000000,1680214,1.6802
linear,256,hit,35,1000000,209881110,209.8811
linear,256,miss,35,1000000,387795406,387.7954
binary,256,hit,35,1000000,148598786,148.5988
binary,256,miss,35,1000000,154670254,154.6703
direct,256,hit,35,1000000,5078592,5.0786
direct,256,miss,35,1000000,5199578,5.1996
baseline,256,na,36,1000000,1614204,1.6142
linear,256,hit,36,1000000,237465020,237.4650
linear,256,miss,36,1000000,386470198,386.4702
binary,256,hit,36,1000000,149070504,149.0705
binary,256,miss,36,1000000,156861458,156.8615
direct,256,hit,36,1000000,5080232,5.0802
direct,256,miss,36,1000000,5226796,5.2268
baseline,256,na,37,1000000,1622968,1.6230
linear,256,hit,37,1000000,208409692,208.4097
linear,256,miss,37,1000000,387467426,387.4674
binary,256,hit,37,1000000,148867214,148.8672
binary,256,miss,37,1000000,156573626,156.5736
direct,256,hit,37,1000000,5088590,5.0886
direct,256,miss,37,1000000,5230694,5.2307
baseline,256,na,38,1000000,1648400,1.6484
linear,256,hit,38,1000000,208313572,208.3136
linear,256,miss,38,1000000,392545066,392.5451
binary,256,hit,38,1000000,151300086,151.3001
binary,256,miss,38,1000000,154833512,154.8335
direct,256,hit,38,1000000,5047436,5.0474
direct,256,miss,38,1000000,5034482,5.0345
baseline,256,na,39,1000000,1610802,1.6108
linear,256,hit,39,1000000,206382036,206.3820
linear,256,miss,39,1000000,383950162,383.9502
binary,256,hit,39,1000000,147766846,147.7668
binary,256,miss,39,1000000,155724936,155.7249
direct,256,hit,39,1000000,5035570,5.0356
direct,256,miss,39,1000000,5041224,5.0412
baseline,256,na,40,1000000,1612900,1.6129
linear,256,hit,40,1000000,206384874,206.3849
linear,256,miss,40,1000000,383942130,383.9421
binary,256,hit,40,1000000,149566024,149.5660
binary,256,miss,40,1000000,154737404,154.7374
direct,256,hit,40,1000000,5071980,5.0720
direct,256,miss,40,1000000,5327238,5.3272
baseline,256,na,41,1000000,2092062,2.0921
linear,256,hit,41,1000000,213549980,213.5500
linear,256,miss,41,1000000,393036770,393.0368
binary,256,hit,41,1000000,148510626,148.5106
binary,256,miss,41,1000000,154715932,154.7159
direct,256,hit,41,1000000,5057586,5.0576
direct,256,miss,41,1000000,5038716,5.0387
baseline,256,na,42,1000000,1615202,1.6152
linear,256,hit,42,1000000,206287810,206.2878
linear,256,miss,42,1000000,383518310,383.5183
binary,256,hit,42,1000000,150441754,150.4418
binary,256,miss,42,1000000,158822274,158.8223
direct,256,hit,42,1000000,5074754,5.0748
direct,256,miss,42,1000000,5040596,5.0406
baseline,256,na,43,1000000,1610988,1.6110
linear,256,hit,43,1000000,212569958,212.5700
linear,256,miss,43,1000000,390889136,390.8891
binary,256,hit,43,1000000,150485192,150.4852
binary,256,miss,43,1000000,154999020,154.9990
direct,256,hit,43,1000000,5092362,5.0924
direct,256,miss,43,1000000,5170264,5.1703
baseline,256,na,44,1000000,1616826,1.6168
linear,256,hit,44,1000000,212168724,212.1687
linear,256,miss,44,1000000,384157952,384.1580
binary,256,hit,44,1000000,149024914,149.0249
binary,256,miss,44,1000000,153048522,153.0485
direct,256,hit,44,1000000,5039400,5.0394
direct,256,miss,44,1000000,5040204,5.0402
baseline,256,na,45,1000000,1612034,1.6120
linear,256,hit,45,1000000,206408876,206.4089
linear,256,miss,45,1000000,388586284,388.5863
binary,256,hit,45,1000000,149910500,149.9105
binary,256,miss,45,1000000,155949292,155.9493
direct,256,hit,45,1000000,5101066,5.1011
direct,256,miss,45,1000000,5086426,5.0864
baseline,256,na,46,1000000,1755924,1.7559
linear,256,hit,46,1000000,209883336,209.8833
linear,256,miss,46,1000000,392591828,392.5918
binary,256,hit,46,1000000,149913186,149.9132
binary,256,miss,46,1000000,157051846,157.0518
direct,256,hit,46,1000000,5234580,5.2346
direct,256,miss,46,1000000,5086722,5.0867
baseline,256,na,47,1000000,1613946,1.6139
linear,256,hit,47,1000000,208581170,208.5812
linear,256,miss,47,1000000,386838104,386.8381
binary,256,hit,47,1000000,145952220,145.9522
binary,256,miss,47,1000000,153842424,153.8424
direct,256,hit,47,1000000,5037732,5.0377
direct,256,miss,47,1000000,5030430,5.0304
baseline,256,na,48,1000000,1605138,1.6051
linear,256,hit,48,1000000,206605852,206.6059
linear,256,miss,48,1000000,383581370,383.5814
binary,256,hit,48,1000000,148763176,148.7632
binary,256,miss,48,1000000,155569250,155.5693
direct,256,hit,48,1000000,5034444,5.0344
direct,256,miss,48,1000000,5032420,5.0324
baseline,256,na,49,1000000,1609638,1.6096
linear,256,hit,49,1000000,206045418,206.0454
linear,256,miss,49,1000000,383555978,383.5560
binary,256,hit,49,1000000,167204740,167.2047
binary,256,miss,49,1000000,163038596,163.0386
direct,256,hit,49,1000000,5220530,5.2205
direct,256,miss,49,1000000,5043526,5.0435
